20 8 2007 07 25 41.776  40.000000  -110.000000  2.0000         307.351660           -47.840423      20 29 24.3985        47 50 25.5245         194.693037           0.000098     7827.255690
20 8 2007 07 26 41.000  40.000000  -110.000000  2.0000         310.501249           -46.795947      20 42 00.2998        46 47 45.4110         193.084194           1.540577     7608.093443
20 8 2007 07 27 41.000  40.000000  -110.000000  2.0000         313.721929           -45.649652      20 54 53.2630        45 38 58.7473         191.355530           3.138081     7389.116173
20 8 2007 07 28 41.000  40.000000  -110.000000  2.0000         316.973644           -44.409802      21 07 53.6747        44 24 35.2865         189.516612           4.771818     7173.899876
20 8 2007 07 29 41.000  40.000000  -110.000000  2.0000         320.257595           -43.071364      21 21 01.8229        43 04 16.9107         187.555400           6.440100     6963.197635
20 8 2007 07 30 41.000  40.000000  -110.000000  2.0000         323.575083           -41.629250      21 34 18.0199        41 37 45.3011         185.458708           8.140129     6757.833530
20 8 2007 07 31 41.000  40.000000  -110.000000  2.0000         326.927434           -40.078471      21 47 42.5842        40 04 42.4946         183.212228           9.867673     6558.705807
20 8 2007 07 32 41.000  40.000000  -110.000000  2.0000         330.315919           -38.414349      22 01 15.8206        38 24 51.6550         180.800630          11.616691     6366.788400
20 8 2007 07 33 41.000  40.000000  -110.000000  2.0000         333.741637           -36.632814      22 14 57.9928        36 37 58.1320         178.207799          13.378892     6183.131161
20 8 2007 07 34 41.000  40.000000  -110.000000  2.0000         337.205427           -34.730765      22 28 49.3024        34 43 50.7523         175.417221          15.143273     6008.855206
20 8 2007 07 35 41.000  40.000000  -110.000000  2.0000         340.707737           -32.706517      22 42 49.8569        32 42 23.4616         172.412624          16.895642     5845.145949
20 8 2007 07 36 41.000  40.000000  -110.000000  2.0000         344.248511           -30.560332      22 56 59.6425        30 33 37.1964         169.178909          18.618200     5693.239836
20 8 2007 07 37 41.000  40.000000  -110.000000  2.0000         347.827042           -28.294997      23 11 18.4900        28 17 41.9909         165.703470          20.289258     5554.405816
20 8 2007 07 38 41.000  40.000000  -110.000000  2.0000         351.441886           -25.916396      23 25 46.0527        25 54 59.0241         161.977860          21.883232     5429.918043
20 8 2007 07 39 41.000  40.000000  -110.000000  2.0000         355.090740           -23.434041      23 40 21.7777        23 26 02.5459         157.999839          23.371012     5321.022931
20 8 2007 07 40 41.000  40.000000  -110.000000  2.0000         358.770339           -20.861476      23 55 04.8813        20 51 41.3149         153.775631          24.720868     5228.899245
20 8 2007 07 41 41.000  40.000000  -110.000000  2.0000           2.476430           -18.216413      00 09 54.3432        18 12 59.0863         149.322009          25.899997     5154.612194
20 8 2007 07 42 41.000  40.000000  -110.000000  2.0000           6.203714           -15.520586      00 24 48.8914        15 31 14.1081         144.667887          26.876639     5099.067208
20 8 2007 07 43 41.000  40.000000  -110.000000  2.0000           9.945897           -12.799194      00 39 47.0153        12 47 57.0990         139.854702          27.622672     5062.964644
20 8 2007 07 44 41.000  40.000000  -110.000000  2.0000          13.695721           -10.080002      00 54 46.9731        10 04 48.0082         134.935279          28.116266     5046.762356
20 8 2007 07 45 41.000  40.000000  -110.000000  2.0000          17.445114            -7.392071      01 09 46.8273        07 23 31.4567         129.970822          28.344182     5050.649234
20 8 2007 07 46 41.000  40.000000  -110.000000  2.0000          21.185310            -4.764347      01 24 44.4745        04 45 51.6486         125.026485          28.303213     5074.533953
20 8 2007 07 47 41.000  40.000000  -110.000000  2.0000          24.907091            -2.224173      01 39 37.7019        02 13 27.0215         120.166099          28.000442     5118.050430
20 8 2007 07 48 41.000  40.000000  -110.000000  2.0000          28.600973             0.203995      01 54 24.2334        00 12 14.3835         115.447240          27.452275     5180.578665
20 8 2007 07 49 41.000  40.000000  -110.000000  2.0000          32.257487             2.499621      02 09 01.7968        02 29 58.6369         110.917389          26.682471     5261.279503
20 8 2007 07 50 41.000  40.000000  -110.000000  2.0000          35.867392             4.646692      02 23 28.1742        04 38 48.0916         106.611882          25.719632     5359.137075
20 8 2007 07 51 41.000  40.000000  -110.000000  2.0000          39.421940             6.633956      02 37 41.2655        06 38 02.2399         102.553528          24.594605     5473.006703
20 8 2007 07 52 41.000  40.000000  -110.000000  2.0000          42.913044             8.454763      02 51 39.1305        08 27 17.1453          98.753691          23.338216     5601.660708
20 8 2007 07 53 41.000  40.000000  -110.000000  2.0000          46.333475            10.106662      03 05 20.0341        10 06 23.9836          95.214158          21.979535     5743.831944
20 8 2007 07 54 41.000  40.000000  -110.000000  2.0000          49.676974            11.590798      03 18 42.4737        11 35 26.8741          91.929379          20.544758     5898.250018
20 8 2007 07 55 41.000  40.000000  -110.000000  2.0000          52.938311            12.911227      03 31 45.1947        12 54 40.4176          88.888650          19.056633     6063.669829
20 8 2007 07 56 41.000  40.000000  -110.000000  2.0000          56.113345            14.074239      03 44 27.2027        14 04 27.2597          86.077965          17.534303     6238.894551
20 8 2007 07 57 41.000  40.000000  -110.000000  2.0000          59.198990            15.087714      03 56 47.7576        15 05 15.7699          83.481533          15.993456     6422.789985
20 8 2007 07 58 41.000  40.000000  -110.000000  2.0000          62.193185            15.960567      04 08 46.3645        15 57 38.0410          81.082887          14.446642     6614.294300
20 8 2007 07 59 41.000  40.000000  -110.000000  2.0000          65.094804            16.702280      04 20 22.7530        16 42 08.2085          78.865674          12.903683     6812.421913
20 8 2007 08 00 41.000  40.000000  -110.000000  2.0000          67.903585            17.322539      04 31 36.8604        17 19 21.1418          76.814152          11.372087     7016.265954
20 8 2007 08 01 41.000  40.000000  -110.000000  2.0000          70.620017            17.830951      04 42 28.8042        17 49 51.4235          74.913505           9.857457     7224.996092
20 8 2007 08 02 41.000  40.000000  -110.000000  2.0000          73.245237            18.236839      04 52 58.8569        18 14 12.6208          73.150001           8.363854     7437.855679
20 8 2007 08 03 41.000  40.000000  -110.000000  2.0000          75.780921            18.549106      05 03 07.4211        18 32 56.7820          71.511052           6.894111     7654.157587
20 8 2007 08 04 41.000  40.000000  -110.000000  2.0000          78.229188            18.776144      05 12 55.0051        18 46 34.1180          69.985211           5.450097     7873.279451
20 8 2007 08 05 41.000  40.000000  -110.000000  2.0000          80.592501            18.925784      05 22 22.2002        18 55 32.8240          68.562122           4.032933     8094.658653
20 8 2007 08 06 41.000  40.000000  -110.000000  2.0000          82.873587            19.005280      05 31 29.6608        19 00 19.0079          67.232451           2.643170     8317.787301
20 8 2007 08 07 41.000  40.000000  -110.000000  2.0000          85.075361            19.021304      05 40 18.0867        19 01 16.6950          65.987803           1.280927     8542.207574
20 8 2007 08 08 38.549  40.000000  -110.000000  2.0000          87.115497            18.982707      05 48 27.7193        18 58 57.7463          64.866887           0.000000     8758.291676
20 8 2007 11 24 15.388  40.000000  -110.000000  2.0000         314.169997           -16.953202      20 56 40.7993        16 57 11.5287         247.664939           0.000001     7435.855922
20 8 2007 11 25 15.000  40.000000  -110.000000  2.0000         316.219954           -15.459793      21 04 52.7890        15 27 35.2544         247.600425           2.284024     7184.693152
20 8 2007 11 26 15.000  40.000000  -110.000000  2.0000         318.339951           -13.881753      21 13 21.5882        13 52 54.3103         247.524335           4.682914     6934.625612
20 8 2007 11 27 15.000  40.000000  -110.000000  2.0000         320.524631           -12.223478      21 22 05.9114        12 13 24.5205         247.434872           7.191207     6687.945053
20 8 2007 11 28 15.000  40.000000  -110.000000  2.0000         322.782832           -10.479592      21 31 07.8798        10 28 46.5301         247.329414           9.818798     6445.366515
20 8 2007 11 29 15.000  40.000000  -110.000000  2.0000         325.124534            -8.644546      21 40 29.8881        08 38 40.3662         247.204773          12.576347     6207.678880
20 8 2007 11 30 15.000  40.000000  -110.000000  2.0000         327.560986            -6.712795      21 50 14.6367        06 42 46.0638         247.057026          15.475187     5975.752697
20 8 2007 11 31 15.000  40.000000  -110.000000  2.0000         330.104857            -4.679058      22 00 25.1657        04 40 44.6077         246.881289          18.527163     5750.547733
20 8 2007 11 32 15.000  40.000000  -110.000000  2.0000         332.770352            -2.538703      22 11 04.8844        02 32 19.3311         246.671390          21.744334     5533.120881
20 8 2007 11 33 15.000  40.000000  -110.000000  2.0000         335.573337            -0.288276      22 22 17.6009        00 17 17.7941         246.419408          25.138568     5324.630307
20 8 2007 11 34 15.000  40.000000  -110.000000  2.0000         338.531401             2.073782      22 34 07.5361        02 04 25.6159         246.114998          28.720913     5126.338650
20 8 2007 11 35 15.000  40.000000  -110.000000  2.0000         341.663835             4.546215      22 46 39.3203        04 32 46.3733         245.744383          32.500751     4939.610033
20 8 2007 11 36 15.000  40.000000  -110.000000  2.0000         344.991465             7.123798      22 59 57.9516        07 07 25.6735         245.288794          36.484670     4765.901142
20 8 2007 11 37 15.000  40.000000  -110.000000  2.0000         348.536294             9.796038      23 14 08.7107        09 47 45.7379         244.721981          40.675095     4606.740099
20 8 2007 11 38 15.000  40.000000  -110.000000  2.0000         352.320796            12.545756      23 29 16.9910        12 32 44.7216         244.006091          45.068621     4463.694836
20 8 2007 11 39 15.000  40.000000  -110.000000  2.0000         356.366747            15.347765      23 45 28.0194        15 20 51.9526         243.084504          49.654122     4338.326642
20 8 2007 11 40 15.000  40.000000  -110.000000  2.0000           0.693536            18.167962      00 02 46.4487        18 10 04.6650         241.868680          54.410739     4232.126821
20 8 2007 11 41 15.000  40.000000  -110.000000  2.0000           5.315703            20.963124      00 21 15.7688        20 57 47.2462         240.212391          59.305503     4146.443098
20 8 2007 11 42 15.000  40.000000  -110.000000  2.0000          10.239878            23.681882      00 40 57.5708        23 40 54.7746         237.856850          64.290066     4082.396545
20 8 2007 11 43 15.000  40.000000  -110.000000  2.0000          15.461132            26.267099      01 01 50.6717        26 16 01.5570         234.301655          69.293817     4040.802417
20 8 2007 11 44 15.000  40.000000  -110.000000  2.0000          20.959436            28.659781      01 23 50.2648        28 39 35.2125         228.461688          74.204335     4022.103027
20 8 2007 11 45 15.000  40.000000  -110.000000  2.0000          26.696875            30.804094      01 46 47.2500        30 48 14.7368         217.638116          78.798362     4026.326651
20 8 2007 11 46 15.000  40.000000  -110.000000  2.0000          32.616909            32.652835      02 10 28.0581        32 39 10.2049         194.725205          82.466224     4053.078612
20 8 2007 11 47 15.000  40.000000  -110.000000  2.0000          38.646413            34.172227      02 34 35.1390        34 10 20.0172         153.111000          83.566983     4101.567593
20 8 2007 11 48 15.000  40.000000  -110.000000  2.0000          44.701043            35.345070      02 58 48.2504        35 20 42.2518         119.158540          81.303039     4170.662665
20 8 2007 11 49 15.000  40.000000  -110.000000  2.0000          50.692968            36.171505      03 22 46.3122        36 10 17.4171         103.004422          77.569801     4258.970357
20 8 2007 11 50 15.000  40.000000  -110.000000  2.0000          56.539525            36.667387      03 46 09.4859        36 40 02.5941          94.954671          73.500587     4364.921506
20 8 2007 11 51 15.000  40.000000  -110.000000  2.0000          62.170575            36.860793      04 08 40.9380        36 51 38.8548          90.352996          69.438778     4486.854185
20 8 2007 11 52 15.000  40.000000  -110.000000  2.0000          67.533227            36.787630      04 30 07.9744        36 47 15.4686          87.438669          65.500666     4623.087399
20 8 2007 11 53 15.000  40.000000  -110.000000  2.0000          72.593287            36.487306      04 50 22.3890        36 29 14.3010          85.457897          61.731102     4771.978609
20 8 2007 11 54 15.000  40.000000  -110.000000  2.0000          77.333974            35.999149      05 09 20.1538        35 59 56.9352          84.043393          58.146519     4931.964599
20 8 2007 11 55 15.000  40.000000  -110.000000  2.0000          81.752965            35.359889      05 27 00.7116        35 21 35.6004          82.996930          54.749830     5101.589129
20 8 2007 11 56 15.000  40.000000  -110.000000  2.0000          85.858723            34.602197      05 43 26.0935        34 36 07.9100          82.202732          51.536849     5279.516413
20 8 2007 11 57 15.000  40.000000  -110.000000  2.0000          89.666975            33.754076      05 58 40.0741        33 45 14.6740          81.588853          48.499545     5464.536278
20 8 2007 11 58 15.000  40.000000  -110.000000  2.0000          93.197725            32.838856      06 12 47.4539        32 50 19.8814          81.108317          45.627890     5655.561587
20 8 2007 11 59 15.000  40.000000  -110.000000  2.0000          96.472997            31.875540      06 25 53.5192        31 52 31.9426          80.729177          42.910963     5851.623304
20 8 2007 12 00 15.000  40.000000  -110.000000  2.0000          99.515225            30.879333      06 38 03.6539        30 52 45.5994          80.428970          40.337652     6051.861195
20 8 2007 12 01 15.000  40.000000  -110.000000  2.0000         102.346206            29.862225      06 49 23.0894        29 51 44.0096          80.191445          37.897077     6255.514309
20 8 2007 12 02 15.000  40.000000  -110.000000  2.0000         104.986478            28.833546      06 59 56.7547        28 50 00.7644          80.004559          35.578845     6461.910978
20 8 2007 12 03 15.000  40.000000  -110.000000  2.0000         107.454995            27.800473      07 09 49.1989        27 48 01.7014          79.859198          33.373191     6670.459103
20 8 2007 12 04 15.000  40.000000  -110.000000  2.0000         109.769006            26.768461      07 19 04.5614        26 46 06.4596          79.748337          31.271046     6880.637035
20 8 2007 12 05 15.000  40.000000  -110.000000  2.0000         111.944053            25.741604      07 27 46.5727        25 44 29.7760          79.666475          29.264051     7091.985237
20 8 2007 12 06 15.000  40.000000  -110.000000  2.0000         113.994056            24.722928      07 35 58.5733        24 43 22.5418          79.609241          27.344548     7304.098767
20 8 2007 12 07 15.000  40.000000  -110.000000  2.0000         115.931426            23.714626      07 43 43.5422        23 42 52.6520          79.573121          25.505545     7516.620604
20 8 2007 12 08 15.000  40.000000  -110.000000  2.0000         117.767206            22.718244      07 51 04.1295        22 43 05.6802          79.555251          23.740679     7729.235753
20 8 2007 12 09 15.000  40.000000  -110.000000  2.0000         119.511209            21.734836      07 58 02.6901        21 44 05.4113          79.553279          22.044163     7941.666077
20 8 2007 12 10 15.000  40.000000  -110.000000  2.0000         121.172151            20.765072      08 04 41.3162        20 45 54.2598          79.565252          20.410742     8153.665779
20 8 2007 12 11 15.000  40.000000  -110.000000  2.0000         122.757780            19.809332      08 11 01.8673        19 48 33.5958          79.589534          18.835644     8365.017461
20 8 2007 12 12 15.000  40.000000  -110.000000  2.0000         124.274992            18.867778      08 17 05.9980        18 52 03.9992          79.624745          17.314535     8575.528701
20 8 2007 12 13 15.000  40.000000  -110.000000  2.0000         125.729927            17.940405      08 22 55.1824        17 56 25.4577          79.669712          15.843477     8785.029062
20 8 2007 12 14 15.000  40.000000  -110.000000  2.0000         127.128069            17.027089      08 28 30.7365        17 01 37.5196          79.723430          14.418887     8993.367500
20 8 2007 12 15 15.000  40.000000  -110.000000  2.0000         128.474320            16.127614      08 33 53.8367        16 07 39.4118          79.785036          13.037503     9200.410096
20 8 2007 12 16 15.000  40.000000  -110.000000  2.0000         129.773073            15.241703      08 39 05.5374        15 14 30.1317          79.853780          11.696354     9406.038083
20 8 2007 12 17 15.000  40.000000  -110.000000  2.0000         131.028273            14.369033      08 44 06.7855        14 22 08.5173          79.929009          10.392725     9610.146125
