2010 03 09.72999   17 49 30.56   -20 51 16.4    140.34216 0.827287 -0.559905 
2010 03 09.74825   17 49 31.72   -20 51 18.2    140.34216 0.827287 -0.559905 
2010 03 10.74860   17 50 36.09   -20 53 08.0    140.34216 0.827287 -0.559905 
2010 03 10.76844   17 50 37.34   -20 53 10.2    140.34216 0.827287 -0.559905 
2010 03 16.512386  17 56 28.551  -21 03 27.77    242.31783 0.826474 +0.561722 
2010 03 16.515470  17 56 28.734  -21 03 28.06    242.31783 0.826474 +0.561722 
2010 04 09.42749   18 14 22.86   -21 46 59.4     254.47134 0.840711 +0.540310 
2010 04 09.44537   18 14 23.37   -21 47 01.4     254.47134 0.840711 +0.540310
2010 04 09.46312   18 14 23.90   -21 47 03.8     254.47134 0.840711 +0.540310
2010 04 14.509661  18 16 36.935  -21 57 42.52    248.2601  0.81851  +0.57319  
2010 04 17.502179  18 17 38.298  -22 04 25.80    248.2601  0.81851  +0.57319 
2010 04 18.499650  18 17 55.773  -22 06 44.93    248.2601  0.81851  +0.57319 
2010 04 20.494874  18 18 26.176  -22 11 29.83    248.2601  0.81851  +0.57319 
2010 05 05.454341  18 18 54.312  -22 52 28.45    248.2601  0.81851  +0.57319 
2010 05 06.451671  18 18 43.263  -22 55 33.08    248.2601  0.81851  +0.57319 
2010 05 07.449105  18 18 30.580  -22 58 40.12    248.2601  0.81851  +0.57319 
2010 05 08.445968  18 18 16.257  -23 01 49.70    248.2601  0.81851  +0.57319 
2010 05 26.383923  18 09 30.020  -24 04 11.74    242.31783 0.826474 +0.561722
2010 05 26.391560  18 09 29.682  -24 04 13.47    242.31783 0.826474 +0.561722
2010 06 01.370527  18 04 54.532  -24 26 11.74    248.2601  0.81851  +0.57319  
2010 06 02.367222  18 04 04.777  -24 29 50.82    248.2601  0.81851  +0.57319 
2010 06 07.350537  17 59 41.920  -24 47 54.38    248.2601  0.81851  +0.57319 
2010 06 10.340420  17 56 54.934  -24 58 29.90    248.2601  0.81851  +0.57319 
2010 06 12.333642  17 55 00.705  -25 05 24.41    248.2601  0.81851  +0.57319 
2010 06 13.330245  17 54 02.906  -25 08 48.94    248.2601  0.81851  +0.57319 
2010 06 14.326844  17 53 04.751  -25 12 11.11    248.2601  0.81851  +0.57319 
2010 06 15.323439  17 52 06.297  -25 15 30.75    248.2601  0.81851  +0.57319 
2010 06 18.313212  17 49 09.785  -25 25 15.73    248.2601  0.81851  +0.57319 
2010 06 21.302980  17 46 12.999  -25 34 36.55    248.2601  0.81851  +0.57319 
2010 06 28.279206  17 39 29.027  -25 54 43.15    248.2601  0.81851  +0.57319 
2010 09 01.122667  17 24 14.576  -27 46 05.00      242.31783 0.826474 +0.561722
2010 09 01.125908  17 24 14.685  -27 46 05.21    242.31783 0.826474 +0.561722
2010 09 01.129069  17 24 14.787  -27 46 05.55    242.31783 0.826474 +0.561722
2010 09 01.132060  17 24 14.879  -27 46 05.78    242.31783 0.826474 +0.561722
2010 09 01.134782  17 24 14.967  -27 46 06.03    242.31783 0.826474 +0.561722
2010 09 01.137620  17 24 15.062  -27 46 06.20    242.31783 0.826474 +0.561722
2010 10 30.351400  18 27 55.646  -28 25 20.62    0.00000 0.000000  0.000000 
2011 09 20.328543  23 58 22.885  -17 30 42.39    242.31783 0.826474 +0.561722
2011 09 20.331596  23 58 22.729  -17 30 43.16    242.31783 0.826474 +0.561722
2011 09 20.334590  23 58 22.575  -17 30 44.03    242.31783 0.826474 +0.561722
2011 09 20.338077  23 58 22.391  -17 30 44.95    242.31783 0.826474 +0.561722
2011 09 20.341040  23 58 22.227  -17 30 45.84    242.31783 0.826474 +0.561722
2011 09 20.344214  23 58 22.069  -17 30 46.63    242.31783 0.826474 +0.561722
2011 09 20.347254  23 58 21.905  -17 30 47.61    242.31783 0.826474 +0.561722
2011 12 15.064355  23 41 35.384  -13 22 58.80    242.31783 0.826474 +0.561722
2011 12 15.071814  23 41 35.661  -13 22 55.03    242.31783 0.826474 +0.561722
